country,country_aff,birth_year,num_users
Uruguay,Uruguay,1995,6
Uruguay,Uruguay,1996,5
Uruguay,Uruguay,1997,6
Uruguay,Uruguay,1998,6
Uruguay,Uruguay,1999,1
Uruguay,Uruguay,2000,3
Uruguay,Uruguay,2001,1
Uruguay,Uruguay,2003,1
Uzbekistan,Uzbekistan,1986,1
Uzbekistan,Uzbekistan,1992,1
Uzbekistan,Uzbekistan,1993,3
Uzbekistan,Uzbekistan,1996,1
Uzbekistan,Uzbekistan,1998,1
Vatican City,Vatican City,1999,1
Vatican City,Vatican City,2001,1
Venezuela,Venezuela,1975,2
Venezuela,Venezuela,1976,2
Venezuela,Venezuela,1978,2
Venezuela,Venezuela,1979,2
Venezuela,Venezuela,1980,1
Venezuela,Venezuela,1981,1
Venezuela,Venezuela,1982,3
Venezuela,Venezuela,1983,2
Venezuela,Venezuela,1984,3
Venezuela,Venezuela,1985,4
Venezuela,Venezuela,1986,4
Venezuela,Venezuela,1987,8
Venezuela,Venezuela,1988,8
Venezuela,Venezuela,1989,9
Venezuela,Venezuela,1990,18
Venezuela,Venezuela,1991,15
Venezuela,Venezuela,1992,22
Venezuela,Venezuela,1993,22
Venezuela,Venezuela,1994,22
Venezuela,Venezuela,1995,30
Venezuela,Venezuela,1996,10
Venezuela,Venezuela,1997,16
Venezuela,Venezuela,1998,22
Venezuela,Venezuela,1999,12
Venezuela,Venezuela,2000,9
Venezuela,Venezuela,2001,8
Venezuela,Venezuela,2002,5
Venezuela,Venezuela,2003,3
Venezuela,Venezuela,2005,1
Vietnam,Vietnam,1982,1
Vietnam,Vietnam,1985,2
Vietnam,Vietnam,1986,1
Vietnam,Vietnam,1987,6
Vietnam,Vietnam,1988,3
Vietnam,Vietnam,1989,10
Vietnam,Vietnam,1990,8
Vietnam,Vietnam,1991,8
Vietnam,Vietnam,1992,12
Vietnam,Vietnam,1993,14
Vietnam,Vietnam,1994,19
Vietnam,Vietnam,1995,25
Vietnam,Vietnam,1996,11
Vietnam,Vietnam,1997,18
Vietnam,Vietnam,1998,15
Vietnam,Vietnam,1999,20
Vietnam,Vietnam,2000,18
Vietnam,Vietnam,2001,4
Vietnam,Vietnam,2002,2
Vietnam,Vietnam,2003,4
Vietnam,Vietnam,2004,1
Vietnam,Vietnam,2005,1
Yemen,Yemen,1992,1
Yemen,Yemen,1993,1
Yemen,Yemen,1994,1
Yemen,Yemen,1995,1
Yemen,Yemen,1997,1
Yemen,Yemen,1998,1
Yemen,Yemen,2000,1
Zimbabwe,Zimbabwe,1991,1
Zimbabwe,Zimbabwe,1992,1
Zimbabwe,Zimbabwe,1993,1
Zimbabwe,Zimbabwe,1997,2
